INSTNM,CONTROL,STABBR,age_entry,married,md_faminc,median_hh_inc,pct_white,md_earn_wne_p10,poverty_rate,unemp_rate,pct_born_us,better_off,LOCALE,MENONLY,WOMENONLY,DISTANCEONLY,UGDS,PCTPELL,UG25abv
Moravian College,2,PA,20.0900001526,0.0299999993,88320.0,76394.18,91.1200027466,50000,4.4400000572,2.7300000191,92.4300003052,38320.0,13,0,0,0,1508,0.3028,0.0773
Mount Aloysius College,2,PA,24.8600006104,0.1800000072,42148.0,45385.58,96.6100006104,36600,8.75,3.8599998951,98.2300033569,5548.0,31,0,0,0,1571,0.4285,0.2566
Muhlenberg College,2,PA,20.6299991608,0.0500000007,110473.0,89504.61,86.9199981689,56000,4.25,2.6400001049,88.1200027466,54473.0,12,0,0,0,2357,0.0784,0.0899
Kaplan Career Institute-Philadelphia,3,PA,26.0,0.1299999952,8297.5,42640.86,45.2700004578,26300,19.0499992371,5.9899997711,90.8899993896,-18002.5,11,0,0,0,749,0.7423,0.3431
Neumann University,2,PA,21.7000007629,0.0700000003,72393.5,69149.16,76.9499969482,41600,7.2300000191,3.4300000668,92.4199981689,30793.5,21,0,0,0,2462,0.3874,0.1733
New Castle School of Trades,3,PA,28.3400001526,0.25,20864.0,47586.11,88.2399978638,31100,10.0100002289,3.6500000954,97.4899978638,-10236.0,41,0,0,0,856,0.7023,0.5199
New Castle School of Trades,3,PA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northampton County Area Community College,1,PA,24.4699993134,0.1599999964,32720.0,62122.75,88.4899978638,32500,6.4499998093,3.4900000095,92.3000030518,220.0,21,0,0,0,10114,0.4036,0.339
Northampton County Area Community College-Monroe,1,PA,NA,NA,NA,NA,NA,32500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pittsburgh's Ohio Valley Hospital School of Nursing,2,PA,30.4099998474,0.4600000083,43315.5,59096.47,93.3600006104,NA,5.9299998283,2.7200000286,96.8199996948,NA,21,0,0,0,75,0.058,0.88
Orleans Technical Institute,2,PA,29.4300003052,0.1700000018,12937.5,44040.15,42.7099990845,28200,18.7299995422,6.1599998474,88.3600006104,-15262.5,11,0,0,0,548,0.6451,0.5511
Pennsylvania Academy of Cosmetology Arts and Sciences-Johnstown,3,PA,24.2099990845,0.2300000042,23039.0,44357.63,96.7699966431,16300,8.9899997711,3.9100000858,98.6399993896,6739.0,23,0,0,0,53,0.7079,0.3019
Salus University,2,PA,24.6200008392,0.0700000003,8761.0,63421.69,77.1999969482,94700,8.1499996185,3.3399999142,87.3399963379,-85939.0,21,0,0,0,NA,NA,NA
Pennsylvania Institute of Technology,2,PA,27.7700004578,0.1199999973,16958.5,51560.7,51.1699981689,35400,15.3299999237,5.5900001526,92.1200027466,-18441.5,21,0,0,0,743,0.5531,0.397
Pennsylvania State University-Penn State Erie-Behrend College,1,PA,20.8799991608,0.0500000007,70439.5,63381.69,87.5999984741,47500,6.7899999619,3.1500000954,93.4300003052,22939.5,22,0,0,0,3797,0.3156,0.0918
Pennsylvania State University-Penn State Great Valley,1,PA,20.8799991608,0.0500000007,70439.5,63381.69,87.5999984741,47500,6.7899999619,3.1500000954,93.4300003052,22939.5,21,0,0,0,NA,NA,NA
Pennsylvania State University-College of Medicine,1,PA,20.8799991608,0.0500000007,70439.5,63381.69,87.5999984741,47500,6.7899999619,3.1500000954,93.4300003052,22939.5,21,0,0,0,NA,NA,NA
Pennsylvania State University-Penn State New Kensington,1,PA,20.8799991608,0.0500000007,70439.5,63381.69,87.5999984741,47500,6.7899999619,3.1500000954,93.4300003052,22939.5,41,0,0,0,615,0.3371,0.1985
Pennsylvania State University-Penn State Shenango,1,PA,20.8799991608,0.0500000007,70439.5,63381.69,87.5999984741,47500,6.7899999619,3.1500000954,93.4300003052,22939.5,21,0,0,0,490,0.5467,0.5053
Pennsylvania State University-Penn State Wilkes-Barre,1,PA,20.8799991608,0.0500000007,70439.5,63381.69,87.5999984741,47500,6.7899999619,3.1500000954,93.4300003052,22939.5,41,0,0,0,534,0.3355,0.1551
Pennsylvania State University-Penn State Worthington Scranton,1,PA,20.8799991608,0.0500000007,70439.5,63381.69,87.5999984741,47500,6.7899999619,3.1500000954,93.4300003052,22939.5,21,0,0,0,1089,0.4652,0.2428
Pennsylvania State University-Penn State Lehigh Valley,1,PA,20.8799991608,0.0500000007,70439.5,63381.69,87.5999984741,47500,6.7899999619,3.1500000954,93.4300003052,22939.5,21,0,0,0,788,0.3572,0.1237
Pennsylvania State University-Penn State Altoona,1,PA,20.8799991608,0.0500000007,70439.5,63381.69,87.5999984741,47500,6.7899999619,3.1500000954,93.4300003052,22939.5,13,0,0,0,3779,0.3329,0.0769
Pennsylvania State University-Penn State Beaver,1,PA,20.8799991608,0.0500000007,70439.5,63381.69,87.5999984741,47500,6.7899999619,3.1500000954,93.4300003052,22939.5,21,0,0,0,636,0.365,0.0982
Pennsylvania State University-Penn State Berks,1,PA,20.8799991608,0.0500000007,70439.5,63381.69,87.5999984741,47500,6.7899999619,3.1500000954,93.4300003052,22939.5,21,0,0,0,2573,0.3405,0.1187
Pennsylvania State University-Penn State Harrisburg,1,PA,20.8799991608,0.0500000007,70439.5,63381.69,87.5999984741,47500,6.7899999619,3.1500000954,93.4300003052,22939.5,21,0,0,0,3461,0.3456,0.1993
Pennsylvania State University-Penn State Brandywine,1,PA,20.8799991608,0.0500000007,70439.5,63381.69,87.5999984741,47500,6.7899999619,3.1500000954,93.4300003052,22939.5,21,0,0,0,1327,0.3403,0.1414
Pennsylvania State University-Penn State Dubois,1,PA,20.8799991608,0.0500000007,70439.5,63381.69,87.5999984741,47500,6.7899999619,3.1500000954,93.4300003052,22939.5,33,0,0,0,591,0.4602,0.2259
Pennsylvania State University-Penn State Fayette- Eberly,1,PA,20.8799991608,0.0500000007,70439.5,63381.69,87.5999984741,47500,6.7899999619,3.1500000954,93.4300003052,22939.5,41,0,0,0,762,0.4844,0.2258
Pennsylvania State University-Penn State Hazleton,1,PA,20.8799991608,0.0500000007,70439.5,63381.69,87.5999984741,47500,6.7899999619,3.1500000954,93.4300003052,22939.5,23,0,0,0,918,0.4557,0.0957
Pennsylvania State University-Main Campus,1,PA,20.8799991608,0.0500000007,70439.5,63381.69,87.5999984741,47500,6.7899999619,3.1500000954,93.4300003052,22939.5,13,0,0,0,39460,0.1768,0.0272
Pennsylvania State University-Penn State Greater Allegheny,1,PA,20.8799991608,0.0500000007,70439.5,63381.69,87.5999984741,47500,6.7899999619,3.1500000954,93.4300003052,22939.5,21,0,0,0,588,0.5024,0.1075
Pennsylvania State University-Penn State Mont Alto,1,PA,20.8799991608,0.0500000007,70439.5,63381.69,87.5999984741,47500,6.7899999619,3.1500000954,93.4300003052,22939.5,31,0,0,0,911,0.3888,0.2348
Pennsylvania State University-Penn State Abington,1,PA,20.8799991608,0.0500000007,70439.5,63381.69,87.5999984741,47500,6.7899999619,3.1500000954,93.4300003052,22939.5,21,0,0,0,3231,0.4156,0.1864
Pennsylvania State University-Penn State Schuylkill,1,PA,20.8799991608,0.0500000007,70439.5,63381.69,87.5999984741,47500,6.7899999619,3.1500000954,93.4300003052,22939.5,32,0,0,0,796,0.5283,0.1947
Pennsylvania State University-Penn State York,1,PA,20.8799991608,0.0500000007,70439.5,63381.69,87.5999984741,47500,6.7899999619,3.1500000954,93.4300003052,22939.5,22,0,0,0,943,0.3143,0.2121
Pace Institute,3,PA,29.25,0.2300000042,13733.5,49370.99,74.0299987793,28800,14.5200004578,4.1399998665,85.2900009155,-15066.5,13,0,0,0,65,0.8645,0.4308
Peirce College,2,PA,31.1800003052,0.25,34735.0,49493.53,48.4799995422,44700,15.6800003052,5.4800000191,89.0899963379,-9965.0,11,0,0,0,1754,0.5409,0.7908
Penn Commercial Business/Technical School,3,PA,27.0499992371,0.2199999988,21511.0,49553.84,94.4300003052,23900,8.8800001144,3.3900001049,98.6200027466,-2389.0,21,0,0,0,346,0.7853,0.7775
Pennco Tech-Bristol,3,PA,25.0,0.1400000006,27774.0,63082.78,71.5400009155,33800,8.8999996185,3.8800001144,89.5299987793,-6026.0,21,0,0,0,551,0.6855,0.4574
Pennsylvania Academy of Cosmetology Arts and Sciences-Du Bois,3,PA,24.2099990845,0.2300000042,23039.0,44357.63,96.7699966431,16300,8.9899997711,3.9100000858,98.6399993896,6739.0,33,0,0,0,56,0.519,0.3214
Pennsylvania Academy of the Fine Arts,2,PA,26.8500003815,0.1000000015,41646.0,70798.99,78.9400024414,20900,7.5399999619,3.5399999619,90.3300018311,20746.0,11,0,0,0,198,0.4123,0.2475
Pennsylvania Gunsmith School,3,PA,27.6399993896,0.2700000107,62129.0,60685.3,90.5199966431,NA,6.7199997902,3.1500000954,96.5299987793,NA,21,0,0,0,75,0.3739,0.4
Pennsylvania Institute of Taxidermy Inc,3,PA,28.3299999237,0.3100000024,44258.0,52692.03,94.1299972534,NA,8.3699998856,3.1800000668,97.1900024414,NA,41,0,0,0,6,0.36,0.1667
Cortiva Institute-Pennsylvania School of Muscle Therapy,3,PA,30.5,0.2700000107,37869.0,80846.34,87.2600021362,NA,3.75,2.7899999619,92.9800033569,NA,21,0,0,0,112,0.4189,0.5714
Pennsylvania College of Art and Design,2,PA,20.4599990845,0.0299999993,71555.0,68025.42,89.8899993896,27300,5.0100002289,2.5499999523,94.1800003052,44255.0,13,0,0,0,222,0.3918,0.1076
University of Pennsylvania,2,PA,22.2199993134,0.0399999991,62169.0,78252.0,75.1999969482,78200,7.0100002289,3.4000000954,84.7900009155,-16031.0,11,0,0,0,10606,0.1417,0.0567
Philadelphia University,2,PA,20.4799995422,0.0199999996,81316.5,73972.42,82.4400024414,48700,5.6999998093,3.0699999332,91.3499984741,32616.5,11,0,0,0,2791,0.3026,0.1363
The University of the Arts,2,PA,19.8899993896,0.0099999998,81397.0,75947.63,78.5500030518,31100,6.0599999428,3.2200000286,89.7099990845,50297.0,11,0,0,0,1865,0.3185,0.054
Villanova University - Summer Music Studies Program,2,PA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairn University-Langhorne,2,PA,23.3999996185,0.1299999952,61586.5,69912.01,81.9800033569,32600,6.1599998474,3.2100000381,91.8899993896,28986.5,21,0,0,0,840,0.444,0.1931
Philadelphia College of Osteopathic Medicine,2,PA,25.7399997711,0.0599999987,5042.0,69119.7,80.5800018311,148400,6.4600000381,3.1700000763,90.6999969482,-143358.0,11,0,0,0,NA,NA,NA
University of the Sciences,2,PA,19.6900005341,0.0199999996,82840.5,72732.06,81.2399978638,85800,6.0199999809,3.1500000954,88.1699981689,-2959.5,11,0,0,0,1830,0.2632,0.0365
Community College of Philadelphia,1,PA,25.3700008392,0.1099999994,19176.0,42303.26,41.2700004578,30700,19.0699996948,6.2699999809,88.0599975586,-11524.0,11,0,0,0,18204,0.6066,0.4532
University of Pittsburgh-Bradford,1,PA,20.9300003052,0.0500000007,71893.0,58452.18,90.5800018311,48200,6.8899998665,3.2799999714,95.7399978638,23693.0,33,0,0,0,1456,0.4526,0.1256
University of Pittsburgh-Greensburg,1,PA,20.9300003052,0.0500000007,71893.0,58452.18,90.5800018311,48200,6.8899998665,3.2799999714,95.7399978638,23693.0,21,0,0,0,1677,0.52,0.0877
University of Pittsburgh-Johnstown,1,PA,20.9300003052,0.0500000007,71893.0,58452.18,90.5800018311,48200,6.8899998665,3.2799999714,95.7399978638,23693.0,23,0,0,0,2837,0.3056,0.0588
University of Pittsburgh-Pittsburgh Campus,1,PA,20.9300003052,0.0500000007,71893.0,58452.18,90.5800018311,48200,6.8899998665,3.2799999714,95.7399978638,23693.0,11,0,0,0,18304,0.1706,0.0665
University of Pittsburgh-Titusville,1,PA,20.9300003052,0.0500000007,71893.0,58452.18,90.5800018311,48200,6.8899998665,3.2799999714,95.7399978638,23693.0,33,0,0,0,363,0.5567,0.2016
Beaver Falls Beauty Academy,3,PA,24.4300003052,0.1199999973,23319.5,51023.47,92.1900024414,NA,7.5700001717,3.2999999523,97.9199981689,NA,21,0,0,0,49,0.6271,0.3673
Pittsburgh Institute of Aeronautics,2,PA,22.6700000763,0.0799999982,49869.5,55496.22,93.8000030518,54900,7.1399998665,3.0399999619,97.3099975586,-5030.5,21,0,0,0,354,0.3395,0.2938
Pittsburgh Institute of Mortuary Science Inc,2,PA,28.2099990845,0.2399999946,37111.0,49985.61,88.9300003052,33200,8.9799995422,3.4500000477,96.8899993896,3911.0,11,0,0,0,232,0.3667,0.5216
Pittsburgh Technical Institute,3,PA,22.7399997711,0.0799999982,38815.0,51949.44,93.1200027466,34400,7.9899997711,3.3800001144,97.6399993896,4415.0,41,0,0,0,1841,0.6868,0.208
Pittsburgh Theological Seminary,2,PA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,NA,NA,NA
Prism Career Institute-Upper Darby,3,PA,29.6000003815,0.200000003,16441.0,49965.27,48.8300018311,31300,15.3999996185,5.4000000954,90.3300018311,-14859.0,21,0,0,0,315,0.8316,0.1238
Point Park University,2,PA,23.8600006104,0.1000000015,46028.0,54201.1,84.3799972534,37900,8.720000267,3.5999999046,95.6600036621,8128.0,11,0,0,0,3164,0.4194,0.2502
Joseph F McCloskey School of Nursing at Schuylkill Health,2,PA,24.0799999237,0.2300000042,51233.5,45892.16,97.9599990845,NA,7.0999999046,3.2799999714,98.75,NA,32,0,0,0,64,0.541,0.3906
The Salon Professional Academy-Altoona,3,PA,24.2299995422,0.1599999964,32132.0,45093.63,98.0400009155,NA,8.9799995422,3.8900001049,98.9199981689,NA,13,0,0,0,29,0.5345,0.2759
Reading Area Community College,1,PA,26.8899993896,0.2099999934,22224.5,55393.12,79.0400009155,30200,11.3100004196,3.6900000572,88.1699981689,-7975.5,13,0,0,0,4028,0.6032,0.4052
Reading Hospital School of Health Sciences,2,PA,28.5100002289,0.3199999928,58965.0,65086.44,91.9000015259,57600,5.1399998665,2.6099998951,94.9499969482,1365.0,13,0,0,0,367,0.3643,0.5504
Reconstructionist Rabbinical College,2,PA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,NA,NA,NA
Reformed Presbyterian Theological Seminary,2,PA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,NA,NA,NA
The Restaurant School at Walnut Hill College,3,PA,22.8600006104,0.0599999987,53066.0,68680.79,74.3000030518,30100,8.0600004196,3.7400000095,90.9599990845,22966.0,11,0,0,0,427,0.5186,0.1967
Kaplan Career Institute-Broomall,3,PA,26.6900005341,0.1800000072,13598.0,51642.46,54.2799987793,30800,14.8599996567,4.9200000763,88.8099975586,-17202.0,21,0,0,0,510,0.2646,0.5279
Robert Morris University,2,PA,21.9699993134,0.0700000003,63178.5,59274.33,89.7900009155,44900,6.6599998474,3.0699999332,96.1600036621,18278.5,21,0,0,0,4459,0.3466,0.1715
Rosedale Technical Institute,2,PA,25.5499992371,0.1700000018,19985.0,46895.78,81.75,33500,11.029999733,3.9900000095,97.0899963379,-13515.0,21,0,0,0,684,0.7332,0.1053
Rosemont College,2,PA,23.7000007629,0.1000000015,45253.0,57790.62,57.8800010681,45800,12.9899997711,4.8299999237,87.8899993896,-547.0,21,0,0,0,511,0.5382,0.1921
Saint Francis University,2,PA,20.5200004578,0.0399999991,72643.5,55181.27,91.2600021362,46900,7.2300000191,3.5999999046,96.0500030518,25743.5,31,0,0,0,1665,0.224,0.0915
Saint Joseph's University,2,PA,21.1200008392,0.0399999991,109701.5,79940.44,80.2200012207,58500,5.8099999428,3.1400001049,90.2300033569,51201.5,11,0,0,0,5265,0.1357,0.0977
Saint Vincent College,2,PA,19.8299999237,0.0199999996,80131.0,54143.22,93.4800033569,44200,7.0900001526,3.2599999905,97.1999969482,35931.0,21,0,0,0,1532,0.2912,0.0307
Saint Vincent Seminary,2,PA,19.8299999237,0.0199999996,80131.0,54143.22,93.4800033569,44200,7.0900001526,3.2599999905,97.1999969482,35931.0,21,0,0,0,NA,NA,NA
Schuylkill Technology Center,1,PA,31.1299991608,0.3400000036,35143.0,45994.26,96.9599990845,35500,7.2699999809,3.3199999332,98.4499969482,-357.0,41,0,0,0,86,0.4238,0.7674
University of Scranton,2,PA,20.0699996948,0.0199999996,93993.0,73943.5,89.2099990845,56000,5.5199999809,2.8199999332,90.2900009155,37993.0,13,0,0,0,3834,0.2014,0.0337
Seton Hill University,2,PA,22.3099994659,0.0799999982,56664.0,54100.65,90.6100006104,35600,7.4200000763,3.3499999046,96.6699981689,21064.0,21,0,0,0,1550,0.3169,0.1364
University of Pittsburgh Medical Center-Shadyside School of Nursing,2,PA,32.0900001526,0.3600000143,32455.0,52421.72,86.4100036621,49900,8.1700000763,3.4500000477,96.1900024414,-17445.0,11,0,0,0,346,0.3548,0.4971
Sharon Regional Health System School of Nursing,2,PA,31.8799991608,0.5099999905,39615.0,48239.32,91.4000015259,NA,8.8999996185,3.4600000381,97.0599975586,NA,21,0,0,0,35,0.46,0.6286
Laurel Technical Institute,3,PA,29.4099998474,0.3000000119,12299.0,44294.99,91.25,17600,10.279999733,3.6900000572,97.6999969482,-5301.0,21,0,0,0,285,0.8497,0.4
Laurel Technical Institute Meadville,3,PA,29.4099998474,0.3000000119,12299.0,44294.99,91.25,17600,10.279999733,3.6900000572,97.6999969482,-5301.0,NA,NA,NA,NA,NA,NA,NA
Shippensburg University of Pennsylvania,1,PA,20.2099990845,0.0299999993,75275.5,63560.54,90.5800018311,45200,5.5700001717,2.7100000381,95.5800018311,30075.5,31,0,0,0,6493,0.3021,0.0574
Slippery Rock University of Pennsylvania,1,PA,20.5400009155,0.0299999993,64717.0,54113.09,93.1500015259,39000,7.3699998856,3.2599999905,97.2200012207,25717.0,32,0,0,0,7544,0.322,0.0818
Saint Charles Borromeo Seminary-Overbrook,2,PA,24.3299999237,0.0,43198.0,58077.31,78.7099990845,NA,9.0100002289,3.7999999523,92.7799987793,NA,21,1,0,0,53,0.1224,0.2619
South Hills Beauty Academy Inc,3,PA,27.1299991608,0.200000003,26215.0,55231.18,88.6999969482,18300,7.7699999809,3.4700000286,96.5599975586,7915.0,21,0,0,0,92,0.0863,0.6957
South Hills School of Business & Technology,3,PA,25.4799995422,0.1599999964,31333.0,47745.11,96.2699966431,29200,7.8400001526,3.2400000095,97.6100006104,2133.0,13,0,0,0,662,0.6546,0.3023
South Hills School of Business and Technology-Altoona,3,PA,25.4799995422,0.1599999964,31333.0,47745.11,96.2699966431,29200,7.8400001526,3.2400000095,97.6100006104,2133.0,NA,NA,NA,NA,NA,NA,NA
St Lukes Hospital School of Nursing,2,PA,28.9699993134,0.3199999928,54039.0,67050.4,91.4000015259,54600,5.1799998283,2.8199999332,93.3499984741,-561.0,21,0,0,0,139,0.3776,0.446
Stroudsburg School of Cosmetology,3,PA,27.0,0.2300000042,28068.5,66207.74,88.1100006104,NA,5.8699998856,4.0700001717,92.9199981689,NA,23,0,0,0,44,0.4079,0.4545
Susquehanna University,2,PA,19.7099990845,0.0099999998,89238.0,72676.24,91.8300018311,50000,4.9800000191,2.6199998856,93.9400024414,39238.0,32,0,0,0,2138,0.2248,0.0146
Swarthmore College,2,PA,19.2900009155,0.0,89473.0,78121.47,78.4499969482,49400,6.9800000191,3.1500000954,83.9700012207,40073.0,21,0,0,0,1524,0.1411,0.0065
Thaddeus Stevens College of Technology,1,PA,20.9799995422,0.0299999993,50327.5,60333.5,86.5299987793,39000,7.0100002289,2.7699999809,94.1500015259,11327.5,13,0,0,0,883,0.5793,0.1042
Talmudical Yeshiva of Philadelphia,2,PA,18.6000003815,0.0,50694.0,55122.79,55.9700012207,NA,13.4099998474,4.1700000763,75.7799987793,NA,11,1,0,0,124,0.2667,NA
Temple University,1,PA,21.3299999237,0.0399999991,56155.0,66650.68,73.8099975586,46500,8.3500003815,3.7000000477,89.25,9655.0,11,0,0,0,27511,0.3352,0.1241
Thiel College,2,PA,19.9099998474,0.0199999996,57911.0,54604.75,91.0800018311,37200,7.6300001144,3.4200000763,96.75,20711.0,31,0,0,0,1045,0.458,0.0409
Thomas Jefferson University,2,PA,26.0599994659,0.1899999976,35601.0,66565.04,78.5100021362,78000,7.8600001335,3.6400001049,90.8300018311,-42399.0,11,0,0,0,664,0.2306,0.6194
Fortis Institute-Erie,3,PA,28.7800006866,0.3100000024,21355.0,48709.39,89.9000015259,25800,9.9200000763,3.8399999142,96.3600006104,-4445.0,22,0,0,0,851,0.8294,0.5523
Triangle Tech Inc-Erie,3,PA,25.5,0.150000006,24332.0,49607.0,91.5999984741,30800,9.3199996948,3.8099999428,96.7799987793,-6468.0,12,0,0,0,74,0.7294,0.2703
Triangle Tech Inc-Pittsburgh,3,PA,25.4400005341,0.1199999973,32323.0,51193.4,88.4400024414,35500,8.7899999619,3.5699999332,96.9599990845,-3177.0,11,0,0,0,251,0.7887,0.3984
Triangle Tech Inc-Greensburg,3,PA,25.3700008392,0.1800000072,47415.0,49502.25,95.7600021362,37700,7.8600001335,3.5399999619,97.5699996948,9715.0,21,0,0,0,171,0.4727,0.3567
Triangle Tech Inc-Dubois,3,PA,24.4599990845,0.1400000006,31600.0,45890.09,97.8799972534,35800,8.4200000763,3.5799999237,98.6500015259,-4200.0,33,0,0,0,184,0.6628,0.2717
Trinity Episcopal School for Ministry,2,PA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,NA,NA,NA
Ursinus College,2,PA,19.6100006104,0.0099999998,89174.0,77658.55,84.6999969482,51500,5.0399999619,2.9000000954,91.6600036621,37674.0,21,0,0,0,1578,0.2155,0.0038
Valley Forge Christian College,2,PA,20.7999992371,0.0399999991,53124.5,63922.06,87.4100036621,28500,6.3699998856,3.4200000763,93.5599975586,24624.5,21,0,0,0,767,0.4295,0.1961
Valley Forge Military College,2,PA,19.7000007629,0.0,85917.0,75660.87,78.2900009155,47700,6.4800000191,3.0999999046,89.4199981689,38217.0,21,0,0,0,268,0.4194,0.0075
Venus Beauty Academy,3,PA,22.4699993134,0.0599999987,27590.5,68397.33,79.8700027466,17400,6.5599999428,3.1300001144,93.7200012207,10190.5,21,0,0,0,112,0.2902,0.2946
Villanova University,2,PA,20.0200004578,0.0199999996,112696.0,90091.77,84.3000030518,73700,4.4600000381,2.6900000572,88.0699996948,38996.0,21,0,0,0,6856,0.1156,0.064
Washington Hospital School of Nursing,2,PA,27.3299999237,0.3300000131,45439.0,50538.92,95.0699996948,49900,8.8999996185,3.4200000763,98.2799987793,-4461.0,21,0,0,0,76,0.4615,0.6447
Washington Hospital School of Radiography,2,PA,27.3299999237,0.3300000131,45439.0,50538.92,95.0699996948,49900,8.8999996185,3.4200000763,98.2799987793,-4461.0,21,0,0,0,25,0.3333,0.24
Washington & Jefferson College,2,PA,19.4300003052,0.0,95549.5,61376.37,92.1600036621,49900,6.2600002289,2.9600000381,96.1900024414,45649.5,21,0,0,0,1300,0.2393,0.006
Waynesburg University,2,PA,23.3500003815,0.1199999973,64789.0,52961.26,92.8700027466,44700,8.470000267,3.3599998951,97.4100036621,20089.0,32,0,0,0,1559,0.3399,0.1245
Welder Training and Testing Institute,3,PA,27.2800006866,0.1800000072,28552.0,54987.22,86.8300018311,NA,8.8900003433,3.3499999046,91.7399978638,NA,12,0,0,0,88,0.4207,0.5568
West Chester University of Pennsylvania,1,PA,20.5900001526,0.0299999993,82783.0,74655.83,84.9100036621,46500,5.1700000763,2.8800001144,93.0899963379,36283.0,21,0,0,0,13456,0.2406,0.0907
Western Pennsylvania Hospital School of Nursing,2,PA,25.6599998474,0.1800000072,56585.0,51578.37,89.3199996948,49500,8.1700000763,3.0999999046,96.8899993896,7085.0,11,0,0,0,95,0.3803,0.3263
Sanford-Brown Institute-Pittsburgh,3,PA,25.7999992371,0.1299999952,16168.0,47444.41,83.8799972534,23200,10.3299999237,3.9100000858,97.1299972534,-7032.0,11,0,0,0,438,0.8265,0.4932
Westminster College,2,PA,19.5900001526,0.0099999998,75532.0,56138.86,93.3799972534,44400,6.9299998283,3.1099998951,97.1900024414,31132.0,31,0,0,0,1313,0.3058,0.0168
Westminster Theological Seminary,2,PA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,NA,NA,NA
Westmoreland County Community College,1,PA,25.3600006104,0.1899999976,27916.5,47804.06,96.3700027466,29300,8.0,3.5299999714,98.3600006104,-1383.5,41,0,0,0,5471,0.4219,0.3668
Widener University-Main Campus,2,PA,22.3299999237,0.0599999987,60128.0,69397.52,77.2099990845,51700,7.1300001144,3.4900000095,91.7200012207,8428.0,21,0,0,0,3188,0.2699,0.1341
Wilkes University,2,PA,20.2999992371,0.0299999993,71479.5,56456.55,93.2799987793,49900,6.9400000572,3.1099998951,95.4000015259,21579.5,13,0,0,0,2281,0.3102,0.0875
Wilson College,2,PA,25.8099994659,0.2199999988,43650.0,58672.07,90.0699996948,32600,6.25,2.8299999237,95.5,11050.0,13,0,0,0,468,0.3768,0.4063
Yeshivath Beth Moshe,2,PA,19.0699996948,0.0,58887.0,44140.85,92.6999969482,NA,10.3900003433,3.2599999905,94.1999969482,NA,13,1,0,0,52,0.3396,NA
York College Pennsylvania,2,PA,20.6000003815,0.0399999991,86883.5,73378.65,90.0999984741,47900,4.2899999619,2.4500000477,94.0699996948,38983.5,22,0,0,0,4847,0.2422,0.0902
YTI Career Institute-York,3,PA,24.2299995422,0.1400000006,44788.0,62405.76,91.3099975586,35700,5.2699999809,2.4600000381,95.6299972534,9088.0,22,0,0,0,2027,0.6771,0.3883
Yorktowne Business Institute,3,PA,28.5699996948,0.2199999988,21262.0,57344.14,87.4400024414,24000,7.0500001907,3.0299999714,95.1299972534,-2738.0,22,0,0,0,122,0.7411,0.5656
Empire Beauty School-Providence,3,RI,24.1299991608,0.150000006,23722.0,55416.58,79.3899993896,21100,11.2399997711,3.8299999237,82.4400024414,2622.0,12,0,0,0,135,0.7937,0.4667
Brown University,2,RI,19.7800006866,0.0099999998,84559.0,79027.35,78.1500015259,59700,7.2699999809,3.2799999714,83.9000015259,24859.0,12,0,0,0,6182,0.1444,0.0112
Bryant University,2,RI,19.5200004578,0.0099999998,104089.0,80219.8,90.8199996948,61900,4.6799998283,2.6800000668,90.5,42189.0,21,0,0,0,3263,0.1676,0.0216
Johnson & Wales University-Providence,2,RI,20.8500003815,0.0299999993,55421.0,68856.12,77.6699981689,35100,7.8499999046,3.3900001049,86.4499969482,20321.0,12,0,0,0,9067,0.3349,0.1037
Sanford-Brown Institute-Cranston,3,RI,25.7099990845,0.1599999964,24268.0,53170.46,76.9800033569,34100,13.1099996567,4.0799999237,81.5400009155,-9832.0,21,0,0,0,125,0.2083,0.472
New England Institute of Technology,2,RI,23.6200008392,0.1099999994,47537.0,64106.73,86.8099975586,38800,8.1400003433,3.3900001049,87.7399978638,8737.0,21,0,0,0,2860,0.4836,0.3605
New England Tractor Trailer Training School of Rhode Island,3,RI,32.5,0.3700000048,26374.0,54209.44,73.5100021362,NA,13.3599996567,4.0599999428,78.9800033569,NA,21,0,0,0,157,0.562,0.879
Newport School of Hairdressing-Main Campus,3,RI,32.4500007629,0.400000006,16263.0,42751.45,63.0800018311,13000,19.6900005341,4.9200000763,70.5500030518,3263.0,21,0,0,0,36,0.7015,0.7778
Providence College,2,RI,19.8799991608,0.0199999996,110798.0,83293.65,88.8199996948,59600,4.8899998665,2.7400000095,88.8799972534,51198.0,12,0,0,0,3969,0.1341,0.0689
Rhode Island College,1,RI,22.0699996948,0.0700000003,52408.0,61569.63,85.8199996948,39600,8.6700000763,3.4800000191,87.1900024414,12808.0,21,0,0,0,7253,0.3896,0.2406
